Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Cap
10/23/2016,155,157.25,154.350006,156.149994,149.785217,880230,DLF,Large_Cap
10/24/2016,157.449997,157.800003,153.550003,155.100006,148.77803,523793,DLF,Large_Cap
10/25/2016,155.800003,155.800003,153.25,154.050003,147.770813,454836,DLF,Large_Cap
10/26/2016,153.5,155.399994,150.600006,152.050003,145.852356,691071,DLF,Large_Cap
10/27/2016,152,152.199997,146.550003,148.699997,142.638885,736063,DLF,Large_Cap
10/28/2016,148.300003,151.350006,148.300003,150.449997,144.317566,975175,DLF,Large_Cap
10/29/2016,148.300003,151.350006,148.300003,150.449997,144.317566,975175,DLF,Large_Cap
10/30/2016,148.300003,151.350006,148.300003,150.449997,144.317566,975175,DLF,Large_Cap
10/31/2016,148.300003,151.350006,148.300003,150.449997,144.317566,975175,DLF,Large_Cap
11/1/2016,150.300003,151.850006,148.600006,149.649994,143.55014,1368872,DLF,Large_Cap
11/2/2016,148,148,144.149994,145.100006,139.185638,1316476,DLF,Large_Cap
11/3/2016,145,146.800003,142.600006,143.199997,137.363068,794491,DLF,Large_Cap
11/4/2016,144,144.149994,138.5,139.699997,134.005737,1214093,DLF,Large_Cap
11/5/2016,144,144.149994,138.5,139.699997,134.005737,1214093,DLF,Large_Cap
11/6/2016,144,144.149994,138.5,139.699997,134.005737,1214093,DLF,Large_Cap
11/7/2016,140.600006,145,140.600006,143.75,137.890671,592341,DLF,Large_Cap
11/8/2016,143.949997,144.5,141.449997,143.649994,137.794739,453887,DLF,Large_Cap
11/9/2016,129.300003,129.300003,108.550003,118.550003,113.717827,4801535,DLF,Large_Cap
11/10/2016,120.900002,133.449997,120.349998,124.849998,119.761017,2632372,DLF,Large_Cap
11/11/2016,120.699997,121.5,113,116.699997,111.94323,2131526,DLF,Large_Cap
11/12/2016,120.699997,121.5,113,116.699997,111.94323,2131526,DLF,Large_Cap
11/13/2016,120.699997,121.5,113,116.699997,111.94323,2131526,DLF,Large_Cap
11/14/2016,120.699997,121.5,113,116.699997,111.94323,2131526,DLF,Large_Cap
11/15/2016,117,118.199997,110.599998,114.400002,109.736977,1769162,DLF,Large_Cap
11/16/2016,116.099998,118.599998,108,108.599998,104.173386,2393253,DLF,Large_Cap
11/17/2016,108.900002,113.349998,107.349998,112.199997,107.626656,1564994,DLF,Large_Cap
11/18/2016,112.900002,117.199997,110.5,116.400002,111.655457,1797519,DLF,Large_Cap
11/19/2016,112.900002,117.199997,110.5,116.400002,111.655457,1797519,DLF,Large_Cap
11/20/2016,112.900002,117.199997,110.5,116.400002,111.655457,1797519,DLF,Large_Cap
11/21/2016,116.949997,117,107.400002,108.650002,104.221359,2293085,DLF,Large_Cap
11/22/2016,109,112.699997,103.849998,111,106.475578,3017280,DLF,Large_Cap
11/23/2016,112.650002,117.449997,112.300003,116.849998,112.087112,1525547,DLF,Large_Cap
11/24/2016,114.300003,115.699997,112.099998,113.150002,108.537933,1395936,DLF,Large_Cap
11/25/2016,114,114.5,110.099998,112.349998,107.770538,1774087,DLF,Large_Cap
11/26/2016,114,114.5,110.099998,112.349998,107.770538,1774087,DLF,Large_Cap
11/27/2016,114,114.5,110.099998,112.349998,107.770538,1774087,DLF,Large_Cap
11/28/2016,112,114.550003,111.75,112.900002,108.298126,1073629,DLF,Large_Cap
11/29/2016,113,116.800003,113,114.900002,110.216614,1191640,DLF,Large_Cap
11/30/2016,115.050003,116.150002,113.349998,115.050003,110.360481,775091,DLF,Large_Cap
12/1/2016,115.400002,115.900002,111.5,112.349998,107.770538,1234292,DLF,Large_Cap
12/2/2016,110,111.900002,109.199997,109.75,105.27652,1207256,DLF,Large_Cap
12/3/2016,110,111.900002,109.199997,109.75,105.27652,1207256,DLF,Large_Cap
12/4/2016,110,111.900002,109.199997,109.75,105.27652,1207256,DLF,Large_Cap
12/5/2016,110,115.25,109.400002,113.349998,108.729774,1039715,DLF,Large_Cap
12/6/2016,115.449997,116.949997,114.449997,116,111.271759,932225,DLF,Large_Cap
12/7/2016,116.099998,117.400002,110.900002,111.900002,107.338882,1021957,DLF,Large_Cap
12/8/2016,114,114.949997,112.599998,113.300003,108.681816,648486,DLF,Large_Cap
12/9/2016,113.5,115.599998,113.199997,114.900002,110.216614,673038,DLF,Large_Cap
12/10/2016,113.5,115.599998,113.199997,114.900002,110.216614,673038,DLF,Large_Cap
12/11/2016,113.5,115.599998,113.199997,114.900002,110.216614,673038,DLF,Large_Cap
12/12/2016,115.599998,116.800003,112.300003,113.300003,108.681816,924601,DLF,Large_Cap
12/13/2016,114.349998,114.349998,111,112.199997,107.626656,624602,DLF,Large_Cap
12/14/2016,113.050003,114.5,111.599998,112.699997,108.106262,1502600,DLF,Large_Cap
12/15/2016,112,114,111,112.800003,108.202194,567548,DLF,Large_Cap
12/16/2016,112.849998,113.25,111.050003,111.75,107.195,517330,DLF,Large_Cap
12/17/2016,112.849998,113.25,111.050003,111.75,107.195,517330,DLF,Large_Cap
12/18/2016,112.849998,113.25,111.050003,111.75,107.195,517330,DLF,Large_Cap
12/19/2016,112.949997,112.949997,111.300003,111.800003,107.242958,348049,DLF,Large_Cap
12/20/2016,113,113.800003,111.400002,112.900002,108.298126,562314,DLF,Large_Cap
12/21/2016,113,118.300003,113,117.5,112.710617,1011409,DLF,Large_Cap
12/22/2016,117.300003,118.400002,114.400002,115.300003,110.600296,1100919,DLF,Large_Cap
12/23/2016,114.900002,116,113.050003,113.5,108.873665,582440,DLF,Large_Cap
12/24/2016,114.900002,116,113.050003,113.5,108.873665,582440,DLF,Large_Cap
12/25/2016,114.900002,116,113.050003,113.5,108.873665,582440,DLF,Large_Cap
12/26/2016,112.300003,112.900002,104.400002,105.349998,101.055862,1342565,DLF,Large_Cap
12/27/2016,103.449997,109.400002,101.050003,108.400002,103.981552,1970142,DLF,Large_Cap
12/28/2016,108.099998,109.449997,106.150002,107.699997,103.310074,873568,DLF,Large_Cap
12/29/2016,107.050003,111.199997,106.5,110.199997,105.708176,616743,DLF,Large_Cap
12/30/2016,110.550003,113.25,110.050003,111.349998,106.811295,980059,DLF,Large_Cap
12/31/2016,110.550003,113.25,110.050003,111.349998,106.811295,980059,DLF,Large_Cap
1/1/2017,110.550003,113.25,110.050003,111.349998,106.811295,980059,DLF,Large_Cap
1/2/2017,115.5,120.900002,114,118.75,113.909676,2131308,DLF,Large_Cap
1/3/2017,119.400002,120.900002,116.699997,119.150002,114.293365,1176715,DLF,Large_Cap
1/4/2017,119.900002,125.849998,119.050003,125.449997,120.336571,2008036,DLF,Large_Cap
1/5/2017,126.5,127.849998,124.550003,126.699997,121.535622,1472095,DLF,Large_Cap
1/6/2017,126.699997,129.100006,125.099998,126.599998,121.439697,1203724,DLF,Large_Cap
1/7/2017,126.699997,129.100006,125.099998,126.599998,121.439697,1203724,DLF,Large_Cap
1/8/2017,126.699997,129.100006,125.099998,126.599998,121.439697,1203724,DLF,Large_Cap
1/9/2017,126.099998,128.800003,125.25,126.550003,121.391747,734205,DLF,Large_Cap
1/10/2017,127.099998,127.800003,124.150002,125.400002,120.288605,710431,DLF,Large_Cap
1/11/2017,125.699997,126.199997,124.5,125.25,120.144722,703262,DLF,Large_Cap
1/12/2017,126,126.75,123.400002,125.199997,120.096764,735510,DLF,Large_Cap
1/13/2017,125,125.849998,122.550003,124.099998,119.041603,701886,DLF,Large_Cap
1/14/2017,125,125.849998,122.550003,124.099998,119.041603,701886,DLF,Large_Cap
1/15/2017,125,125.849998,122.550003,124.099998,119.041603,701886,DLF,Large_Cap
1/16/2017,125.949997,131.100006,125.099998,129.600006,124.317429,1745746,DLF,Large_Cap
1/17/2017,130,132.75,130,131.449997,126.092018,1249769,DLF,Large_Cap
1/18/2017,131,132.75,131,131.800003,126.427757,1064375,DLF,Large_Cap
1/19/2017,131.100006,133.100006,131.100006,132.199997,126.811432,980485,DLF,Large_Cap
1/20/2017,131.100006,134.149994,127.800003,128.600006,123.358192,915782,DLF,Large_Cap
1/21/2017,131.100006,134.149994,127.800003,128.600006,123.358192,915782,DLF,Large_Cap
1/22/2017,131.100006,134.149994,127.800003,128.600006,123.358192,915782,DLF,Large_Cap
1/23/2017,128.449997,131.199997,127.199997,130.699997,125.372589,610656,DLF,Large_Cap
1/24/2017,131,131.949997,130.199997,131.449997,126.092018,453346,DLF,Large_Cap
1/25/2017,132.899994,138,131.699997,136.899994,131.31987,1424077,DLF,Large_Cap
1/26/2017,132.899994,138,131.699997,136.899994,131.31987,1424077,DLF,Large_Cap
1/27/2017,138.399994,140.050003,134.550003,135.649994,130.120819,986702,DLF,Large_Cap
1/28/2017,138.399994,140.050003,134.550003,135.649994,130.120819,986702,DLF,Large_Cap
1/29/2017,138.399994,140.050003,134.550003,135.649994,130.120819,986702,DLF,Large_Cap
1/30/2017,135,138.699997,134.850006,136.800003,131.223938,683904,DLF,Large_Cap
1/31/2017,136.800003,138.399994,134.149994,134.949997,129.449341,634957,DLF,Large_Cap
2/1/2017,138.949997,145.5,135.699997,144.050003,138.178436,2713515,DLF,Large_Cap
2/2/2017,144.100006,144.100006,139.949997,141.649994,135.876251,1389789,DLF,Large_Cap
2/3/2017,141.800003,144.800003,141.149994,143.550003,137.698807,901495,DLF,Large_Cap
2/4/2017,141.800003,144.800003,141.149994,143.550003,137.698807,901495,DLF,Large_Cap
2/5/2017,141.800003,144.800003,141.149994,143.550003,137.698807,901495,DLF,Large_Cap
2/6/2017,144.899994,149.25,144.199997,145.449997,139.521347,1481041,DLF,Large_Cap
2/7/2017,146.199997,146.199997,142.350006,143.75,137.890671,632988,DLF,Large_Cap
2/8/2017,144,146.5,141.800003,145.5,139.569336,842381,DLF,Large_Cap
2/9/2017,146,150,145,148.25,142.20723,1231433,DLF,Large_Cap
2/10/2017,148.949997,149,145.899994,147.850006,141.823532,537164,DLF,Large_Cap
2/11/2017,148.949997,149,145.899994,147.850006,141.823532,537164,DLF,Large_Cap
2/12/2017,148.949997,149,145.899994,147.850006,141.823532,537164,DLF,Large_Cap
2/13/2017,147.850006,149.449997,145.649994,147.75,141.727631,724954,DLF,Large_Cap
2/14/2017,148.25,152.050003,146.100006,147.5,141.487793,1637163,DLF,Large_Cap
2/15/2017,143.100006,143.75,136.25,137.199997,131.607635,1525104,DLF,Large_Cap
2/16/2017,137,141.800003,134.399994,141,135.252762,1107942,DLF,Large_Cap
2/17/2017,141.100006,143,139.600006,142.300003,136.499771,833129,DLF,Large_Cap
2/18/2017,141.100006,143,139.600006,142.300003,136.499771,833129,DLF,Large_Cap
2/19/2017,141.100006,143,139.600006,142.300003,136.499771,833129,DLF,Large_Cap
2/20/2017,142.899994,147.899994,141.5,146.300003,140.336716,840031,DLF,Large_Cap
2/21/2017,146.899994,147,144.300003,145.449997,139.521347,2114644,DLF,Large_Cap
2/22/2017,145.5,149.300003,145,145.949997,140.000977,805847,DLF,Large_Cap
2/23/2017,146,149.25,145.300003,148.5,142.447021,624171,DLF,Large_Cap
2/24/2017,146,149.25,145.300003,148.5,142.447021,624171,DLF,Large_Cap
2/25/2017,146,149.25,145.300003,148.5,142.447021,624171,DLF,Large_Cap
2/26/2017,146,149.25,145.300003,148.5,142.447021,624171,DLF,Large_Cap
2/27/2017,149,149.699997,146.199997,146.850006,140.864288,527806,DLF,Large_Cap
2/28/2017,146,152.649994,146,150.449997,144.317566,1004823,DLF,Large_Cap
3/1/2017,154.5,155.350006,152.600006,153.550003,147.291199,1283248,DLF,Large_Cap
3/2/2017,155.699997,155.699997,139.5,141.100006,135.348679,3068868,DLF,Large_Cap
3/3/2017,140,144.75,140,144.100006,138.226395,1121285,DLF,Large_Cap
3/4/2017,140,144.75,140,144.100006,138.226395,1121285,DLF,Large_Cap
3/5/2017,140,144.75,140,144.100006,138.226395,1121285,DLF,Large_Cap
3/6/2017,145.5,146.199997,142.399994,145.600006,139.665253,1021534,DLF,Large_Cap
3/7/2017,145.149994,146.399994,143.800003,145.100006,139.185638,541497,DLF,Large_Cap
3/8/2017,145,146,140.699997,142.75,136.931412,829654,DLF,Large_Cap
3/9/2017,142.75,144.199997,141.350006,142.399994,136.595673,536787,DLF,Large_Cap
3/10/2017,142.5,144.149994,141,141.899994,136.116058,777748,DLF,Large_Cap
3/11/2017,142.5,144.149994,141,141.899994,136.116058,777748,DLF,Large_Cap
3/12/2017,142.5,144.149994,141,141.899994,136.116058,777748,DLF,Large_Cap
3/13/2017,142.5,144.149994,141,141.899994,136.116058,777748,DLF,Large_Cap
3/14/2017,145,147.25,143.199997,146.199997,140.240799,996237,DLF,Large_Cap
3/15/2017,145.050003,147.600006,145,146.399994,140.432648,546791,DLF,Large_Cap
3/16/2017,147.25,149.899994,147.25,149.149994,143.070541,632944,DLF,Large_Cap
3/17/2017,149.800003,150.649994,146.600006,147.550003,141.535782,589982,DLF,Large_Cap
3/18/2017,149.800003,150.649994,146.600006,147.550003,141.535782,589982,DLF,Large_Cap
3/19/2017,149.800003,150.649994,146.600006,147.550003,141.535782,589982,DLF,Large_Cap
3/20/2017,147.350006,149.199997,146.75,147.600006,141.583755,368335,DLF,Large_Cap
3/21/2017,147.899994,148.899994,146,148.300003,142.255188,525068,DLF,Large_Cap
3/22/2017,147.199997,147.5,144.449997,145.550003,139.617294,544294,DLF,Large_Cap
3/23/2017,146.5,147.5,145.75,146.699997,140.720428,415934,DLF,Large_Cap
3/24/2017,146.899994,149.350006,146.449997,148,141.967438,589369,DLF,Large_Cap
3/25/2017,146.899994,149.350006,146.449997,148,141.967438,589369,DLF,Large_Cap
3/26/2017,146.899994,149.350006,146.449997,148,141.967438,589369,DLF,Large_Cap
3/27/2017,146.600006,148.800003,146.600006,147.449997,141.439819,461597,DLF,Large_Cap
3/28/2017,147.550003,150,147.550003,149.050003,142.97464,410882,DLF,Large_Cap
3/29/2017,149.399994,150.449997,148.300003,148.899994,142.830734,386925,DLF,Large_Cap
3/30/2017,148.899994,151.899994,148.149994,149.850006,143.74202,658775,DLF,Large_Cap
3/31/2017,151.100006,151.100006,148.25,148.699997,142.638885,415567,DLF,Large_Cap
4/1/2017,151.100006,151.100006,148.25,148.699997,142.638885,415567,DLF,Large_Cap
4/2/2017,151.100006,151.100006,148.25,148.699997,142.638885,415567,DLF,Large_Cap
4/3/2017,149,149.100006,146.149994,146.800003,140.81633,581016,DLF,Large_Cap
4/4/2017,149,149.100006,146.149994,146.800003,140.81633,581016,DLF,Large_Cap
4/5/2017,146.800003,150.600006,146.800003,149.699997,143.598129,719844,DLF,Large_Cap
4/6/2017,149.5,158.800003,148.800003,156.399994,150.025024,2222291,DLF,Large_Cap
4/7/2017,157,159.300003,153,154,147.722855,1027632,DLF,Large_Cap
4/8/2017,157,159.300003,153,154,147.722855,1027632,DLF,Large_Cap
4/9/2017,157,159.300003,153,154,147.722855,1027632,DLF,Large_Cap
4/10/2017,154.899994,157.5,153.25,156.75,150.360779,767104,DLF,Large_Cap
4/11/2017,154.899994,160.699997,154.899994,159.350006,152.854797,795165,DLF,Large_Cap
4/12/2017,159.25,162.149994,156,159.949997,153.430328,1198151,DLF,Large_Cap
4/13/2017,160,161.75,158.600006,159.699997,153.190521,768442,DLF,Large_Cap
4/14/2017,160,161.75,158.600006,159.699997,153.190521,768442,DLF,Large_Cap
4/15/2017,160,161.75,158.600006,159.699997,153.190521,768442,DLF,Large_Cap
4/16/2017,160,161.75,158.600006,159.699997,153.190521,768442,DLF,Large_Cap
4/17/2017,159.5,173.600006,158,172.600006,165.564713,2809066,DLF,Large_Cap
4/18/2017,173.25,175.550003,164,165.149994,158.418365,1617312,DLF,Large_Cap
4/19/2017,163.300003,170.300003,162,169.5,162.59108,1149112,DLF,Large_Cap
4/20/2017,170,173.25,169.100006,172,164.989166,1005348,DLF,Large_Cap
4/21/2017,172.199997,187.899994,171.350006,182.699997,175.253036,5064017,DLF,Large_Cap
4/22/2017,172.199997,187.899994,171.350006,182.699997,175.253036,5064017,DLF,Large_Cap
4/23/2017,172.199997,187.899994,171.350006,182.699997,175.253036,5064017,DLF,Large_Cap
4/24/2017,183.899994,194.449997,183.100006,190,182.255463,3297623,DLF,Large_Cap
4/25/2017,192.699997,197.399994,192.100006,194.25,186.33223,1815302,DLF,Large_Cap
4/26/2017,195,196.600006,180.149994,187.449997,179.809433,1818874,DLF,Large_Cap
4/27/2017,188,191.300003,184.800003,189.600006,181.87178,984956,DLF,Large_Cap
4/28/2017,189,190.300003,184.800003,186,178.418518,765166,DLF,Large_Cap
4/29/2017,189,190.300003,184.800003,186,178.418518,765166,DLF,Large_Cap
4/30/2017,189,190.300003,184.800003,186,178.418518,765166,DLF,Large_Cap
5/1/2017,189,190.300003,184.800003,186,178.418518,765166,DLF,Large_Cap
5/2/2017,187,192,186.149994,189.350006,181.631973,1193994,DLF,Large_Cap
5/3/2017,190,193.449997,187.199997,190.449997,182.687119,903192,DLF,Large_Cap
5/4/2017,190.449997,191.350006,183.949997,186.699997,179.089966,848169,DLF,Large_Cap
5/5/2017,187,188.75,182.5,185.699997,178.130753,911909,DLF,Large_Cap
5/6/2017,187,188.75,182.5,185.699997,178.130753,911909,DLF,Large_Cap
5/7/2017,187,188.75,182.5,185.699997,178.130753,911909,DLF,Large_Cap
5/8/2017,186.199997,198.449997,183.199997,196.850006,188.826263,1898797,DLF,Large_Cap
5/9/2017,198.699997,203.350006,198.149994,199.25,191.128448,1360525,DLF,Large_Cap
5/10/2017,200.399994,201.300003,196.300003,199.399994,191.272293,804152,DLF,Large_Cap
5/11/2017,200.399994,206.300003,199.100006,202.850006,194.581696,1562630,DLF,Large_Cap
5/12/2017,202.899994,209.399994,197.199997,207.949997,199.473816,1607784,DLF,Large_Cap
5/13/2017,202.899994,209.399994,197.199997,207.949997,199.473816,1607784,DLF,Large_Cap
5/14/2017,202.899994,209.399994,197.199997,207.949997,199.473816,1607784,DLF,Large_Cap
5/15/2017,209.100006,211.75,207.350006,210,201.440262,1395705,DLF,Large_Cap
5/16/2017,210,213.350006,208.399994,212.25,203.598557,1162785,DLF,Large_Cap
5/17/2017,212,215.800003,210.350006,214.399994,205.660904,1104391,DLF,Large_Cap
5/18/2017,213.449997,213.850006,206.600006,207.699997,199.234009,701098,DLF,Large_Cap
5/19/2017,208,212.5,200.800003,207.449997,198.994202,961748,DLF,Large_Cap
5/20/2017,208,212.5,200.800003,207.449997,198.994202,961748,DLF,Large_Cap
5/21/2017,208,212.5,200.800003,207.449997,198.994202,961748,DLF,Large_Cap
5/22/2017,208.25,211.399994,204.25,205.199997,196.835922,741308,DLF,Large_Cap
5/23/2017,205,206.399994,192.550003,197.649994,189.593674,1327052,DLF,Large_Cap
5/24/2017,197.800003,199.399994,186.75,190.25,182.4953,1378957,DLF,Large_Cap
5/25/2017,191.649994,196,188.199997,194.600006,186.667984,795798,DLF,Large_Cap
5/26/2017,195.100006,197.25,192.600006,194.399994,186.47612,794341,DLF,Large_Cap
5/27/2017,195.100006,197.25,192.600006,194.399994,186.47612,794341,DLF,Large_Cap
5/28/2017,195.100006,197.25,192.600006,194.399994,186.47612,794341,DLF,Large_Cap
5/29/2017,188.899994,192.5,175.149994,176.100006,168.922028,2185120,DLF,Large_Cap
5/30/2017,175,180.850006,170.550003,180.149994,172.806976,1718843,DLF,Large_Cap
5/31/2017,179,183.649994,177.100006,179.649994,172.327347,1335488,DLF,Large_Cap
6/1/2017,179.050003,181.5,175.899994,176.800003,169.593506,833982,DLF,Large_Cap
6/2/2017,177.899994,178.399994,174.399994,175.850006,168.682251,657096,DLF,Large_Cap
6/3/2017,177.899994,178.399994,174.399994,175.850006,168.682251,657096,DLF,Large_Cap
6/4/2017,177.899994,178.399994,174.399994,175.850006,168.682251,657096,DLF,Large_Cap
6/5/2017,175,179.25,174.800003,177.199997,169.977203,692465,DLF,Large_Cap
6/6/2017,178.100006,178.350006,171.899994,175.350006,168.202621,814851,DLF,Large_Cap
6/7/2017,175.350006,179.600006,173.050003,174.600006,167.4832,919828,DLF,Large_Cap
6/8/2017,174.050003,179.399994,171.600006,176.050003,168.8741,1157229,DLF,Large_Cap
6/9/2017,174.100006,185.449997,174.100006,184.600006,177.075577,1524122,DLF,Large_Cap
6/10/2017,174.100006,185.449997,174.100006,184.600006,177.075577,1524122,DLF,Large_Cap
6/11/2017,174.100006,185.449997,174.100006,184.600006,177.075577,1524122,DLF,Large_Cap
6/12/2017,182.600006,188.199997,182.149994,183.850006,176.35614,1624955,DLF,Large_Cap
6/13/2017,184.699997,187.550003,184.149994,185.050003,177.507233,817393,DLF,Large_Cap
6/14/2017,184.899994,189.649994,183.25,187.550003,179.905334,799484,DLF,Large_Cap
6/15/2017,188.25,193,188.25,192.100006,184.269897,1539028,DLF,Large_Cap
6/16/2017,193.699997,198.300003,191.5,193.25,185.373001,1715447,DLF,Large_Cap
6/17/2017,193.699997,198.300003,191.5,193.25,185.373001,1715447,DLF,Large_Cap
6/18/2017,193.699997,198.300003,191.5,193.25,185.373001,1715447,DLF,Large_Cap
6/19/2017,193.899994,195.449997,190.600006,192.300003,184.461716,870424,DLF,Large_Cap
6/20/2017,192.649994,196.25,189.850006,194.600006,186.667984,716640,DLF,Large_Cap
6/21/2017,194.300003,198.699997,193.649994,197.149994,189.114014,836270,DLF,Large_Cap
6/22/2017,199,203.600006,190.850006,195.649994,187.675171,1744959,DLF,Large_Cap
6/23/2017,196.449997,197.899994,186.25,192.350006,184.509689,1824380,DLF,Large_Cap
6/24/2017,196.449997,197.899994,186.25,192.350006,184.509689,1824380,DLF,Large_Cap
6/25/2017,196.449997,197.899994,186.25,192.350006,184.509689,1824380,DLF,Large_Cap
6/26/2017,196.449997,197.899994,186.25,192.350006,184.509689,1824380,DLF,Large_Cap
